id|movie_id|imdb_id|title|description|genres|lda_vector|sim_list
16071|568407|6959004|Mad God: Part 3|The third part of Phil Tippett's Mad God, a fully practical stop-motion film set in a Miltonesque world of monsters and mad scientists.|[]||
13379|568406|8903294|À cause des filles..?||[35]||
12514|568401|8020648|Les Petits Flocons||[35]||
14894|568400|6741630|Un berger et deux perchés à l'Elysée ?||[99]||
14220|568389|9244912|Jean Vanier, le sacrement de la tendresse||[]||
18620|568388|7854298|Ombres et lumières||[10749, 18, 35]||
12122|568381|6785292|Marona's Fantastic Tale|Marona, at the end of her dog days, reflects on those that she has loved unconditionally throughout her life. From her puppy days, through to her last woof. Marona’s life is a lesson in love.|[16]||
12500|568360|6766376|The Beast in the Jungle|Based on the novella by Henry James Beast in the Jungle depicts the enigmatic love story of John Marcher and May Bartram. Their duet around an omnious secret is captured in a style both physical and poetic. Set in a remote countryside mansion the story stretches over a century, spiraling from the Jamesian late 19th century to the global present.|[18]||
15159|568354|7786258|Wine to Love||[]||
17844|568345|9543564|Teen Cup Chaa|Three different stories blended in a single movie, are brewed and connected by the exemplary Bengali beverage, Chaa (Tea)|[18]||
12588|568344|6756326|The Take Down|When Jack, a hit man from London, gets given his life back and the opportunity to save his daughter, it becomes a race against time to kill or be killed.|[28]||
6759|568332|9426852|Taylor Swift: Reputation Stadium Tour|Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.|[10402, 99]||
10610|568320|8119844|Hit-and-Run Squad|Min-jae, a rookie police officer with a natural born talent for driving, is assigned to the perfect team: the Hit-and-Run Squad. But at the same time, for police detective Si-yeon, it is a place she is unjustly demoted to for doing her job. The two team up to arrest the rich and powerful speed maniac Jae-chul who is suspected of committing crimes for his obsession for speed.|[80, 28]||
8373|56832|1525835|Gantz|After trying to rescue a man on the subway tracks, two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth.|[27, 28, 878]||
16072|568315|9351618|Let's Go Luna!: Luna's Christmas Around the World|The kids believe Santa will never find them when the Circo gets stuck at the South Pole on Christmas Eve. Luna helps the kids work to save Christmas, learning about holiday traditions from around the world along the way.|[16, 10751, 10770, 35]||
16073|568308|7379994|Red Letter Day|While adjusting to a new life in the suburban community of Aspen Ridge, a recently divorced mother of two receives mysterious letters instructing her and her teenage children to kill the people in their letters before they kill them. Paranoia and chaos ensues as the family attempts to rationally deal with an irrational situation.|[53, 27, 35]||
10574|568300|9448868|BTS World Tour: Love Yourself in Seoul|Shot at the Olympic Stadium in Seoul during the BTS World Tour ‘Love Yourself’ to celebrate the seven members of the global boyband and their unprecedented international phenomenon.|[10402, 99]||
8102|5683|0089791|Pee-wee's Big Adventure|The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.|[12, 35]||
15327|568287|3809960|Antidote|A selfless doctor and a cocky treasure hunter must join forces to uncover the Mayan legend of the White Witch.|[28, 12, 27]||
14514|568279|5575364|Take Me Out|Not Your Ordinary Day in the Park.|[]||
15366|568269|6361154|Ghost House: A Haunting|"Ghost House: A Haunting" delves into the depths of a haunt that is far more than residual. Even the living are left questioning if they are alive or dead, after they buy the ticket to take this fantastic thrill ride. On the last tour of Halloween night, a tour group of unsuspecting visitors quickly realize their haunted house experience is more than jump scares and cheap tricks. Cold cases are drug into the spotlight to unearth dark secrets as history repeats itself and the dead refuse to rest in peace.|[27]||
18579|568242|2278050|Skateboard or Die|Mike is thrust into a world of murder and assassination after running into his best friend Ed, presumed killed in action 10 years ago. In order to keep themselves alive, Mike and Ed must now work together as members of - The Hunters Club.|[]||
11179|568240|7735508|L'agenzia dei bugiardi||[35]||
16074|568220|9077694|Lisa!|Lisa, a lonely woman living in Berlin, is raped and takes revenge, while she simultaneously begins an affair with a strange silent guy.|[18]||
15265|568212|6972212|Next Enti?|Tammy ‘hates boys’ and will only settle for the kind of standards her father sets for her; both with the way he is and the 'knowledge' he imparts her with. Sanju is one of the men she dates, a man-child who refuses to grow up. But when both part ways on such uncertain terms, what brings them together again?|[18, 10749, 35]||
18041|568197||Soy una tumba|As usual, a child observes hiding his father from downloading smuggling tobacco in the middle of the night. But tonight there is no tobacco.|[16]||
17772|568188|6975606|El corte||[18]||
12637|568165|8767808|Copperman|Despite his adult age, Anselmo behaves like a child and takes up the role of a superhero called "Copperman."|[18]||
9481|568160|9426210|Weathering with You|Hodaka, a high school boy who moves from his isolated island home to the city of Tokyo, who immediately becomes broke! After finally finding work at a shady occult magazine, the sky rains every day until amidst the hustle and bustle of the big city, he meets a young woman called Hina. She lives a cheerful life with her younger brother, but also has a certain power: to stop the rain and clear the sky.|[16, 14, 10749]||
16075|568158|7131856|Black Ghost|"Black Ghost" is a crime/thriller set in modern day Perth, Australia. Following the life of an ex-commando living in a city that is controlled by criminals; The Northside Crew, The Reapers and The Regittis. Because he is a thug for hire, he becomes an outsider as he makes his living carrying out contracts for the highest bidder. Although he is a muscle for hire he made himself a promise to stop killing. He accepts a contract from the daughter of a prominent couple who have been murdered. Black Ghost must embark on a game of cat and mouse to find the killer or killers and complete his contract. The question is, will he break his golden rule and kill to find the answers?|[80, 53]||
17892|568157||Pervert Everything|When you thought nothing could get worse now Lorelei Ramirez makes everything perverted.|[]||
13369|568143|8171080|Do Not Be Deceived|When progressive minister Leslie Reynolds welcomes a seemingly sweet couple into her church, she suddenly finds her finds herself entangled in the deadly obsession of a handsome new parishioner.|[9648, 10770, 53]||
16931|568120|4203788|Moma's Spirit|Ms. Brenda tries to keep Angel away from her talented son Cedric so he can have a future and decides to pay her to stay away. But all the while she still sneaks around to see Cedric. When Ms. Brenda dies of pneumonia, her spirit comes back later to haunt them after finding out they are together!|[27]||
12702|568091|4332232|Fractured|Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.|[53]||
12083|568066|9422468|Bikes|Life for the bike citizens is idyllic, until one day, a new and surprising gizmo, the gas engine, comes to town. What follows is a thrilling, hilarious adventure, that will see Speedy the mountain bike become the unwitting leader of a group of environmental activists, who are determined to stop the gas engine from polluting their unspoilt haven.|[16, 12, 10751]||
16076|568065|7919372|First Lady|When Maria unknowingly falls for the man that killed the love of her life, all hell breaks loose.|[18]||
16077|568064||Azahar||[16, 18, 12]||
15266|568026|7537860|Johnny|Small-time criminals plan a big time heist. Will they be successful in their attempt?|[28, 18]||
17291|568021|9124428|Champion|The mid 90’s. Turkey’s political instability, inflation and hopelesness on people were increased. In those years when all hope was lost, people deeply bond with Bold Pilot and Halis Karataş who win every race coming from the last place. People see themselves at the point where this horse and jockey are: at the back. This duo make people to believe that everybody can win. The race ends at the finish line and the first to cross this line are Bold Pilot and Halis riding it.|[10749, 18]||
17684|568016|7335732|Remote Viewing|A group of misfit filmmakers document their experiments with remote viewing; the alleged paranormal ability to perceive remote or hidden targets by using extrasensory perception.|[18, 27, 9648]||
122|568012|9430698|One Piece: Stampede|The film celebrates the One Piece anime's 20th anniversary and will be the 14th film in the franchise.|[28, 12, 16]||
5871|5680|0095088|Elvira, Mistress of the Dark|When her great aunt dies, famed horror hostess Elvira heads for the uptight new England town of Falwell to claim her inheritance of a haunted house, a witch's cookbook and a punk rock poodle. But once the stuffy locals get an eyeful of the scream queen's ample assets, all hell busts out & breaks loose.|[14, 27, 35]||
222|568|0112384|Apollo 13|The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.|[18, 36]||
16958|567986|6594144|Christmas with Cookie: The Watching|In the year 3010, Cookie reads us two short stories about hell and ghosts. During these stories, Cookie is haunted by a grandma ghost that seems to have a crush on him.|[]||
13573|567892|8873168|Entropic|The most beautiful man in the world, who, sick of being objectified, devises a plan to free himself of other's attention.|[18]||
14895|567884|8535546|Aatagadharaa Siva|A convict on death row escapes from prison and accidentally ends up with a retired veteran who is called upon by the authorities to teach the process of hanging a convict to the new staff.|[18, 53, 35]||
16079|567882|8801530|Ga niet naar zee|What on earth can an adult, childless man write to a kindergarten class? When a lone wolf finds a balloon with a note attached, he seizes the opportunity to pass on his hard-learned life lessons to the unknown infant that sent it. Lessons that do not necessarily line up with a pre-schooler’s experiences, but which may be valuable to him or her at a later age. In the process, unconnected generations find each other in this moving short film, based on a story by Tommy Wieringa.|[18]||
16080|567881|8769940|Yulia & Juliet|In a juvenile delinquent center two girls find comfort in love for each other. Once one of them gets released, they don't know how to deal with this and both seek for a solution, with tragic consequences - A contemporary love story based on the motives of Shakespeare's Romeo and Juliet.|[18]||
16081|567874|8509272|Polyp|Back at the fun fair where he grew up, Djarno (15) is confronted with a painful decision his father made. How can you say goodbye to your childhood when you desperately want to hang on to it?|[]||
3483|567860|9412098|Fyre|He promised supermodels and yachts, but delivered tents and cheese sandwiches. How one man engineered a music festival disaster.|[99, 10770, 10402, 36]||
12761|567837|9426482|My True Brilliant Friend|A unique portrayal of two young amateur actresses embarking on a journey that will forever change their lives as they star in the most eagerly anticipated new show of 2018, Elena Ferrante's My Brilliant Friend.|[99]||
16082|567814|7635926|Cellar Door|A tortured but determined young woman, in the grip of the Catholic Church, searches furiously for the child she believes has been taken away from her, but meets confusion at every corner.|[9648]||
11468|567801|10214842|Billion|An influential banker is doing everything possible not to share the property with his illegitimate sons. But when he is deprived of all the money, it turns out that only they can help Matthew ... To regain his fortune, the billionaire will be forced to rob his own bank in Monte Carlo. And for this, he will have to perform an even more difficult task: regain the trust of children who grew up without a father ...|[35, 28]||
8362|56780|0480239|Atlas Shrugged: Part I|A powerful railroad executive, Dagny Taggart, struggles to keep her business alive while society is crumbling around her. Based on the 1957 novel by Ayn Rand.|[18, 53, 878, 9648]||
4892|567738|8975028|American Hangman|An unidentified man posts a live feed on social media showing that he has kidnapped two strangers and intends to kill one before the day is out. His intention is to hold a capital 'trial' online. As the authorities recognize what's happening, it becomes apparent that the online public is going to act as judge and jury.|[53]||
14643|567685|3786198|Shiner|Matt sets out to live his dreams of becoming a world champion fighter. He meets Happy McBride, a washed up has-been, who takes him under his wing and introduces him to the underground world of MMA fighting. Matt fights his way to the top but then finds that love throws a stronger punch when he falls for Happy's daughter Nikki.|[18]||
15036|567681|7233828|The System|Vastly different lives and perspectives become intertwined after a police officer suffering from reoccurring PTSD mistakenly shoots a deaf African-American kid, exposing layers of racial tension and corruption within the political, judicial and prison system.|[18, 53, 9648]||
12792|567598|8972256|Greed|A retail billionaire's 60th birthday party is celebrated in an exclusive hotel on the Greek island of Mykonos.|[35]||
16089|567586|9159092|Der Weg nach Padulim||[18]||
12520|567580|9178064|Weil sie mir gehört||[18]||
16090|567448|8226508|Kottayam|A crime drama surrounding the death of a female CRPF officer.|[80, 18, 10749]||
16092|567418|7093968|Chickens Blood|Struggling wrestler and his friends take a shortcut to the event through a corrupt town ran by drugs and find themselves in the middle of a blood feud between the gang and a psychotic clown on meth.|[35, 27]||
16093|567387|7620224|Tortoise|A young man's broken masculinity is exposed by a talking tortoise.|[35, 18]||
11623|567338|7676066|Finché giudice non ci separi||[35]||
14567|567181|7028140|The Magic Quill||[14, 10751]||
14898|567158|9281508|Mikus|Your childhood is a dangerous thing to forget.|[27]||
15269|567138|7125498|Elephants|When a fiery young couple attempts to rekindle their relationship after three years apart, the highs and lows of their passion leave the pair wondering if nostalgia is enough to keep them together.|[10749, 35, 18]||
18640|567128|6330414|Love．Revolution||[10749, 28, 80, 18, 12, 35]||
16097|567098|4378312|Amá|A feature length documentary following one woman's fight for the reproductive rights of a nation.|[]||
15270|567038|9145818|In My Skin|Coming-of-age story of 16-year-old Bethan, who we follow as she deals with the comical but painfully real anxieties and insecurities of teenage life, along with the stark reality of a home life that is far removed from what she projects to her friends.|[35, 18]||
13610|567008|8059144|Cross||[18]||
16100|566958||Sheryl Crow: Live At The Capitol Theatre|On November 10, 2017, at the historic Capitol Theatre in Port Chester New York, Sheryl Crow played the final night of her Be Myself tour. The show features Sheryl with her all new band in top form, performing new songs from her 8th studio album, including the title track Be Myself along with her newest hits Halfway There and Atom Bomb. Sheryl also performs her classic hits All I Wanna Do, Leaving Las Vegas, First Cut Is The Deepest, Soak Up The Sun, If It Makes You Happy and many more.|[10402]||
14768|566897|7613342|El zoo|A group of young actors plays a reality show in a theater. Fiction imposes itself cruelly on reality while the characters devour their performers little by little. A labyrinth between the real and fictitious in which only one can remain.|[18]||
18217|566896|8883102|Destino das Sombras|During a weekend in a place with an obscure past, Sérgio and Marcos face supernatural threats that reveal a dark destiny.|[27]||
11021|566879|6250792|The Ghost Beyond|A struggling novelist moves his wife and young son to an old country home, but when a presence begins to communicate with his son, the family must escape an evil that threatens to doom them to the house for eternity.|[27, 53]||
14645|566876|6250554|Payday|When inexperienced criminal Ben holds up a small-town restaurant, the poorly-planned robbery spirals into a hostage crisis beyond his control. Trapped inside with him is his girlfriend, manager Adie Graham, a cunning sociopath who masterminded the theft to cover up evidence of her embezzlement. As Ben tries to keep her involvement a secret whilst negotiating with the police, Adie plays a dangerous game of deceit and manipulation, willing to do anything and everything to come out on top - no matter who gets hurt.|[28, 53, 18, 9648]||
11381|566872|8342680|The Burnt Orange Heresy|Hired to steal a rare painting from one of most enigmatic painters of all time, an ambitious art dealer becomes consumed by his own greed and insecurity as the operation spins out of control.|[]||
11352|566810|6603378|The Dark Kingdom|To save their Kingdom from an army of undead, a group of warriors must travel through the forbidden lands fighting the fearsome beasts that call The Dark Kingdom their home.|[12, 14, 878]||
13173|566801||Kahit Ayaw Mo Na|Joey, a fashion designer, Mikee, a food and travel vlogger, and Ally, an aspiring composer cross their paths in Samar. What seemed to be an ordinary trip for Joey and Mikee turned out to be something more than they presume.|[18, 10749]||
17539|566688|2224162|Sesame Street|Musical film based on the children's television show.|[35, 10751]||
17622|566668|4791276|Down River|Four soldiers trapped behind enemy lines must confront their fears and desires while finding a way back to their battalion.|[10752, 28]||
16104|566658||Kuroido Goroshi|March 1952, the only doctor in the village Shiba had found a dead body of Sanako. The cause of death is overdose of sleeping pills. Sanako had been suspected for killing her own husband so Dr. Shiba’s sister Kana is guessing that she has committed suicide due to being tormented by killing her husband. Everyone who was in Mr. Kuroido’s house is the suspect, including all the members of Kuroido family, butler, secretary, maids, etc. The Detective Suguro (Hercule Poirot) will investigate the case. Dr. Shiba will be assisting him. As things are searched by them, a shocking fact has been brought to light…|[]||
16111|566487||Arjun Suravaram|An investigative journalist is arrested for cheating banks with fake certificates. He discovers a crime syndicate behind the scam and decides to investigate it himself.|[28, 18, 53]||
14484|566486|7853292|Antariksham 9000 KMPH|The coordinates of an old satellite from India, Mihira, are lost with the potential for it to wreak havoc with communications worldwide. Astronaut Dev’s life was turned upside down five years ago and he now teaches science at a government school. He’s brought in to fix the satellite but is that the only reason he agrees to come back?|[878, 53]||
13416|566478|9071066|Manaslu - Berg der Seelen||[99, 18, 12, 36]||
15037|566389|9292510|A Stone Cold Christmas|A holiday encounter with a forsaken boyfriend forces money-grubbing Mia Stone to re-examine her past, present and future.|[10749]||
11627|566387|9315000|12 Suicidal Teens|12 boys and girls gather at an abandoned hospital to die for various different reasons. There, they find the body of a dead boy. The 12 boys and girl attempt to find the person who killed the boy. During their search, the reasons why they want to die are revealed. --asianwiki|[9648]||
16925|566368|8923482|One Child Nation|Through interviews with both victims and instigators, Nanfu Wang, a first-time mother, breaks open decades of silence on a vast, unprecedented social experiment that shaped — and destroyed — countless lives in China.|[99]||
7921|566228|8488126|The Inventor: Out for Blood in Silicon Valley|With a magical new invention that promised to revolutionize blood testing, Elizabeth Holmes became the world’s youngest self-made billionaire, heralded as the next Steve Jobs. Then, overnight, her 10-billion-dollar company dissolved. The rise and fall of Theranos is a window into the psychology of fraud.|[99]||
11973|566182|8041916|Time Jumpers|When a young man finds a time machine device, his life spins out of control.|[28, 18, 878]||
16118|566118|8336974|Talks with TGM|On 26 September 1928, Karel Capek and President T.G. Masaryk meet in the gardens of Topolcianky castle to decide about the fate of their joint literary work. Their fiction film dialogue is based on quotes from a future book and their mutual correspondence, considerably freeing the original format of literary conversation from binding conventions. Capek and Masaryk reproach and offend each other, but they also ask key personal questions and questions about the social functions of a writer and politician respectively. "It's a film about two extraordinary men; it's about the fact that emotions can be sometimes more powerful than ideas even in such exceptional people.|[18, 36]||
13328|565989|9322614|LEGO Jurassic World: The Secret Exhibit|It's 2012, and Simon Masrani has an idea for a new attraction that is guaranteed to keep Jurassic World at the forefront of theme park entertainment. It's the greatest thing since the discovery of dinosaurs, but in order for it to succeed, he needs his right-hand, can-do problem solver, Claire Dearing, to get a trio of dinosaurs across the park to the new, super-secret exhibit. Reluctantly teaming up with newcomer Owen Grady, the animal behaviorist she hired sight unseen to deliver the dinosaurs, the duo sets out on a fun-filled adventure across the island. Unfortunately, delivering the dinosaurs to the new attraction is not as easy as they thought.|[16, 35, 10751]||
14946|565918|9274824|A Snow White Christmas|When Blanca Snow is faced with spending Christmas with her dastardly stepmother, Victoria, she attempts to fulfill her late father’s wishes and create new memories as a family. However, Victoria plots to edge Blanca out of her father's inheritance and keep the money and his mansion, for herself. Victoria has Blanca hypnotized, so she will forget everyone and everything about her father’s will. When Blanca wakes up in a quaint motor lodge out of town with severe amnesia, she receives the help of seven quirky friends, the Holly Jollies, to help her figure out her life. While attempting to regain her memory, she finds herself the object of affection to both house painter Hunter, and Lucas Prince. But, who can she trust?|[18, 10749, 10770]||
5460|565908||The Girl in the Orange Dress|Anna, a conservative girl wakes up in a hotel room with the biggest actor in the country. Having no memory on how she got there, she must figure her way out of the hotel to avoid the fans and media swarming the hotel.|[10749]||
16122|565891||Imagine Dragons Live at Lollapalooza Berlin 2018||[10402]||
14128|565885|9239472|Vantha Rajavathaan Varuven|The young heir of a rich family embarks on a journey to effect a reconciliation between estranged family members.|[18, 28]||
15041|565846|4192066|Straight Up: Kentucky Bourbon|Kentucky's rise to undisputed Bourbon Capital of the world is a rich, detailed, and innovative story that displays how the state has continued to play an integral role in raising the level of global whiskey making to unprecedented heights. From sour mash and charred barrels to the name Bourbon itself, Kentucky-based producers lead the world in both production and innovation. As the stills continue to pump out whiskey and the barrels are filled and stored, the people that make up Kentucky's bourbon empire tell of their state's rise to bourbon dominance.|[99]||
10822|565840|7287680|The Immortal Wars: Resurgence|The war for freedom has just begun. Trikalypse joins forces with the rebel leader and her team of freedom fighters. They must now fight back to bring Dominion down and expose him to the world.|[28, 878]||
10250|565839|7549618|Bernie the Dolphin|A brother and sister who befriend a badly sunburned dolphin separated from his family and uncover a secret plan that could destroy the beach and their new friend's home. The kids must devise a clever plan to stop the bad guys, protect the sea life, and, most importantly, save their best friend, Bernie.|[28, 12, 35, 10751]||
17487|565798||Обычная женщина||[53, 9648, 18, 10770, 80]||
16123|565786|9312992|Powerpuff Girls: The Long Way Back|Based on the cartoon , "Powerpuff Girls: The Long Way Back" is a live-action reimagining of our favorite super sibs - The Powerpuff Girls! 10 years after losing their powers,  and their father, Professor Utonium, the estranged sisters reunite for one final mission, facing old foes and becoming heroes once again!|[]||
11712|565718|5884004|David Crosby: Remember My Name|You thought you knew him. Meet David Crosby now in this portrait of a man with everything but an easy retirement on his mind. With unflinching honesty, self-examination, regret, fear, exuberance and an unshakable belief in family and the transformative nature of music, Crosby shares his often challenging journey.|[99]||
11438|565688|9118870|Ente Ummante Peru||[18, 35]||
16131|565587|7810228|Der Amsterdam-Krimi - Auferstanden von den Toten||[80]||
16134|565518|5838376|The Best Laid Plans|Kevin, Allen, and John are three recent college graduates who are still struggling to find work. When Kevin finds out that he and his family are about to be evicted, he and his friends attempt to raise the money to save them from this fate. When they find out that Tommy, an old classmate has won the Lotto, they decide to make a last ditch effort and kidnap him for a share of his winnings.|[35]||
13597|565428|9283056|The Tag-Along: Devil Fish|When a spirit medium is called to exorcise a demon from a possessed man, he is unknowingly captured in the act by two students looking to document the process. When the students accidentally release the devil fish demon into the world, it is up to them and the spirit medium to send it back to the hellish world from where it came.|[27]||
12031|565389|9358136|The Sharks|While a rumor about the presence of sharks in a small beach town distracts residents, 14-year-old Rosina begins to feel an instinct to shorten the distance between her body and Joselo's.|[18]||
17641|565388|5545880|Atlas|Walter is a 60-year-old removal man for forced evictions. He recognizes in one of the tenants about to be evicted his estranged son, Jan. In order to help Jan, Walter has to confront not only his crooked boss but also his own past.|[18]||
14116|565386|7802246|The Last Tree|Femi is a British boy of Nigerian heritage who, after a happy childhood in rural Lincolnshire, moves to inner London to live with his mum. Struggling with the unfamiliar culture and values of his new environment, teenage Femi has to figure out which path to adulthood he wants to take.|[18]||
11805|565383|9356952|The Death of Dick Long|Dick died last night, and Zeke and Earl don’t want anybody finding out how. That’s too bad though, cause news travels fast in small-town Alabama.|[35, 80, 18]||
16136|565382|8456696|Sister Aimee|In 1926 America’s most famous evangelist is a woman. And she’s looking for a way out. Fed up with her own success, she gets swept up in her lover’s daydreams about Mexico and finds herself on a wild road trip towards the border. Based on true events. Mostly made up.|[]||
14732|565348|8970448|Adopt a Highway|An ex-felon discovers a live baby left in a dumpster.|[18]||
16140|565328|7962806|Rogue Beach|A young woman attempts to rescue the cursed soul of her boyfriend by unraveling the mysteries of a technology worshiping cult.|[9648]||
16873|565187|7737928|No Shade|Jade, a successful freelance photographer is hopelessly in love with her best friend of 10 years, bar manager Danny. She discovers through several challenging encounters both personally and professionally that the one thing keeping them from happy ever after is her inherent beauty - her complexion and skin tone. Her shade.|[]||
16143|565087|7260038|Elijah and the Rock Creature|When separated from his mother on a family camping trip, a young boy meets a fantastical creature that helps him find his way back home.|[878, 10751]||
16144|565028|9347730|Candyman|Spiritual sequel to the slasher classic from producer Jordan Peele.|[27]||
14005|564898|3517870|Mine 9|Two miles into the earth, nine Appalachian miners struggle to survive after a methane explosion leaves them with one hour of oxygen.|[18, 53]||
11718|564863|9602258|MAL·MO·E: The Secret Mission|During the Japanese occupation, two men travel across the country compiling the first Korean language dictionary.|[18, 35]||
14519|564848|8236566|The Dip Run|4 Friends travel across the United States to find the American Dream through a Company Deal.|[]||
14655|564831|5258194|You & Me|A young deaf woman meets a recently blinded man. What follows is a funny and moving love story about life’s universal challenges and joys.|[35, 18, 10749]||
12960|564689|8721668|Pretham 2|Five strangers who met online decide to shoot a short film in an old mansion but instead experience paranormal activity during their activities.|[27, 35]||
15181|564686|8962486|Thattumpurath Achuthan|One day, Achuthan receives a letter addressed to Lord Krishna. The letter leads him into the world of beautiful Jayalakshmi and into her attic as well.|[35]||
14771|564638|8734822|My Little Pony: Best Gift Ever|As the ponies prepare for another Hearth's Warming, families come together to celebrate the holiday; Pinkie Pie, Fluttershy, Applejack, Rarity, and Rainbow Dash are ready for the big day, but Princess Twilight Sparkle doesn't have time to celebrate.|[16, 35, 14, 10402]||
14419|564568|9335666|Doses of Horror|"In an asylum, patients were subjected to watching horror films for psychiatric study... but they all went mad and now those films have been unearthed!" claims the product description. In reality, the "story" is told with silly title cards over random abandoned asylum shots while long scenes from eleven different 70s and 80s horror films are edited in.|[27]||
16149|564288|9331434|Death Heads: Brain Drain|The third chapter in the splat-tastic horror 'greatest hits' film series spotlighting some of Full Moon's strangest and sickest sequences framed by an all new narrative, This time, we follow the further adventures of a masochistic drifter trapped in the lair of "The Gore Collector," a sadistic curator of carnage who was has chosen the drifter to be the heir to take over his evil operation.|[27, 878]||
16150|564281|9200668|House of pain|After moving into a new home, a Latino family must fight to survive against a gang of violent, home-invading racists who with a supernatural secret to their social status.|[27]||
13354|564181|8180482|9|When forces within and beyond this world conspire to snatch his son away, a father resolves to do whatever it takes to protect him.|[878, 53, 9648, 27]||
16151|564138|4659710|The Limit Of|James Allen "Laurence O'Fuarain" is a successful, controlling, thirty-something banker living alone and working in Dublin city at the tail-end of the recession. When a family tragedy occurs at the hands of his employer he decides to take action which forces him to face a terrible childhood secret. Meanwhile, his mysterious co-worker Alison "IFTA - nominated - Sarah Carroll" has her own agenda, which puts her on a collision course with James, triggering a dark spiral of deceit, revenge, and murder. Director Alan Mulligan's first feature is a deliberate and slow-paced look at modern day greed and desire, and society's ever-growing need for control.|[]||
13360|564082|7316576|30 Miles from Nowhere|When five college pals return to rural Wisconsin for their estranged friend's funeral, what begins as an uneasy reunion becomes a terrifying fight for survival.|[27, 35]||
10974|563987|8458202|Pihu|The social thriller starring a two year-old baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.|[53, 18]||
16156|563948|9234802|End User|A mother and daughter allow their mobile phones to track their whereabouts and get more than they bargained for.|[27, 878]||
14656|563886|7119158|Der Liebesbaum||[18, 10749]||
16981|563875|8124278|Full English|When Englishness is the only choice left on the menu, it's breakfast for one in this dark, comic monologue for film about mental health, disenfranchisement and surviving off the unappetising remnants of English identity.|[]||
18147|563858|8571730|Dual-purpose|A factory director gives an interview, and he does not like it very much. Therefore his answers are extremely short. He says mainly "No" or "I do not know." But nevertheless one can understand his attitude to work, war and salvation.|[99, 16]||
14657|563826|8058758|Foreign|In a society full of mistrust of foreign people, a Swiss lawyer with Arabic roots becomes a victim of prejudice towards the Arab culture.|[28, 18, 80]||
18543|563812|7586050|Only the Lonely|When Elspeth Morris, 70, loses her beloved husband George, life becomes intolerable. Increasingly surrounded by people she has nothing in common with, she feels utterly alienated, abandoned and alone until circumstances lead to an unlikely friendship with her neighbour, Gurmeet.|[]||
18240|563781|8998610|The Psychics|A documentary film maker has to fight against evil forces when she starts to investigate a criminal mystery as a part of her movie project.|[18, 27, 53]||
11090|563778|9105088|Zakir Khan: Kaksha Gyarvi|Zakir Khan is back, and this time he takes you down the memory lane by reminiscing about school, friends and everything that era signified for Zakir. Right from survival to bullying he shares every hysterical and amusing story from his book of memories.|[35]||
12071|563708|8716334|Springsteen On Broadway|Springsteen on Broadway is a solo acoustic performance written and performed by Tony Award, Academy Award, and 20-time Grammy Award winner Bruce Springsteen. Based on his worldwide best-selling autobiography 'Born to Run,' Springsteen on Broadway is a unique evening with Bruce, his guitar, a piano, and his very personal stories. In addition, it features a special appearance by Patti Scialfa. Netflix will allow global audiences to see the show critics have been raving about from anywhere they are.|[10402, 99]||
13587|563388|7475832|Fall City|Recently-paroled thief, Jon Price, is forced to return to his small, rainy hometown of Fall City, Washington at Christmastime. Jon unexpectedly begins to find joy as he meets and grows closer to a struggling single mother who shows him true kindness, and he begins filling the role of a father for her young daughter.|[18, 10749]||
15142|563289|5634556|Truth or Double Dare|The graduating class of 2006 gets together for their 10 yr reunion party. But suddenly, classmates start dying, and its all centered around a game of truth or dare.|[27]||
13992|563282|6967644|The Nightmare Gallery|An anthropology professor's obsession with a paranormal mystery threatens her job, marriage, and sanity as she fights to find a missing student.|[18, 27, 53]||
15129|563038|8204772|He Knows Your Every Move|Molly begins a romance with Jack shortly after having her laptop repaired. Soon, Jack turns clingy and Molly breaks it off. Suddenly, her bank accounts are being drained, and she finds half-naked photos of herself posted online.|[10770, 53]||
13971|562908|9593792|Ghost Wife|Nard, a high school girl falls in love with Mac, a senior in the same school. They are in a relationship and Nard gets pregnant. Mac’s mom forces him to cut contact with Nard and study abroad while Nard’s mom persuades her to have an abortion. Nard didn’t survive the abortion; however, she isn't done with this world and starts haunting the apartment complex where she used to live...|[27]||
